Title,Jahr,Author,Untertitel,Dokumententyp,"Übergeordneter Titel",Zeitschrift,Reihentitel,Herausgeber,Ort,Verlag,Auflage,ISBN,DOI,Band,Nummer,Seiten,"Internetdokument URL",Institution/Veranstalter,"Vortragsreihe / Veranstaltung",Datum,Vortragende/r,Vortragstyp,Panel
"Feasibility to virtually generate T2 fat-saturated breast MRI by convolutional neural networks",2024,"Liebert, Andrzej; Hadler, Dominique; Ehring, Chris; Schreiter, Hannes; Brock, Luise; Kapsner, Lorenz A.; Eberle, Jessica; Erber, Ramona; Emons, Julius; Laun, Frederik B.; Uder, Michael; Wenkel, Evelyn; Ohlmeyer, Sabine; Bickelhaupt, Sebastian",,Internetdokument,,,,,,,,,,,,,https://doi.org/10.1101/2024.06.25.24309404,,,,,"Wissenschaftlicher Vortrag",
"Virtual dynamic contrast enhanced breast MRI using 2D U-Net Architectures",2024,"Schreiter, Hannes; Eberle, Jessica; Kapsner, Lorenz A.; Hadler, Dominique; Ohlmeyer, Sabine; Erber, Ramona; Emons, Julius; Laun, Frederik B.; Uder, Michael; Wenkel, Evelyn; Bickelhaupt, Sebastian; Liebert, Andrzej",,Internetdokument,,,,,,,,,,,,,https://doi.org/10.1101/2024.08.07.24311608,,,,,"Wissenschaftlicher Vortrag",
"Comparative Study on Co-registration Techniques for Diffusion-Weighted Breast MRI and Improved ADC Mapping",2024,"Brock, Luise; Liebert, Andrzej; Schreiter, Hannes; Skwierawska, Dominika; Ehring, Chris; Eberle, Jessica; Laun, Frederik B.; Uder, Michael; Kapsner, Lorenz; Ohlmeyer, Sabine; Hadler, Dominique; Knoll, Florian; Bickelhaupt, Sebastian",,Konferenzpapier,,,,,,,,,https://doi.org/10.1007/978-3-031-73480-9_10,,,,,,,,,"Wissenschaftlicher Vortrag",
"Attitudes to Migration and the Market for News",2024,"Farukh, Razi; Heinz, Matthias Kerkhof, Anna; Schumacher, Heiner",,Zeitschriftenaufsatz,,"Information Economics and Policy",,,,Elsevier,,,https://doi.org/10.1016/j.infoecopol.2024.101126,,,,,,,,,"Wissenschaftlicher Vortrag",
"Advertising and Content Differentiation: Evidence from YouTube",2024,"Kerkhof, Anna",,Zeitschriftenaufsatz,,"The Economic Journal",,,,,,,doi.org/10.1093/ej/ueae043,,,,,,,,,"Wissenschaftlicher Vortrag",
"Competing for attention on digital platforms: The case of news outlets",2024,"Meyer, Tim; Kerkhof, Anna; Cennamo, Carmelo; Kretschmer, Tobias",,Zeitschriftenaufsatz,,"Strategic Management Journal",,,,,,,https://doi.org/10.1002/smj.3600,,,,,,,,,"Wissenschaftlicher Vortrag",
"Die Nutzung von Künstlicher Intelligenz in der deutschen Wirtschaft",2024,"Kerkhof, Anna; Licht, Thomas; Menkhoff, Manuel; Wohlrabe, Klaus",,Zeitschriftenaufsatz,,"ifo Schnelldienst",,,,,,,,,,,https://www.ifo.de/DocDL/sd-2024-08-kerkhof-etal-ki-in-unternehmen.pdf,,,,,"Wissenschaftlicher Vortrag",
"Challenging Negative Gender Stereotypes: A Study on the Effectiveness of Automated Counter-Stereotypes",2024,"Nejadgholi, Isar; Fraser, Kathleen; Kerkhof, Anna; Kiritchenko, Svetlana",,Internetdokument,,,,,,,,,,,,,https://arxiv.org/abs/2404.11845,,,,,"Wissenschaftlicher Vortrag",
"Künstliche Intelligenz – wie Unternehmen sie nutzen und was sie noch daran hindert",2024,"Falck, Oliver; Kerkhof, Anna; Wölfl, Anita",,Zeitschriftenaufsatz,,,,,,,,,,,,,https://www.ifo.de/publikationen/2024/aufsatz-zeitschrift/kuenstliche-intelligenz-in-unternehmen,,,,,"Wissenschaftlicher Vortrag",
"Werbung und Themenvielfalt auf YouTube",2024,"Kerkhof, Anna",,Zeitschriftenaufsatz,,"ifo Schnelldienst",,,,,,,,,,,https://www.ifo.de/publikationen/2024/aufsatz-zeitschrift/werbung-und-themenvielfalt-auf-youtube,,,,,"Wissenschaftlicher Vortrag",
"Modeling MobilityCoins – Charges, Incentives and Multi-period Budgets in Multimodal Transportation Networks",2024,"Loder, Allister; Bogenberger, Klaus",,Zeitschriftenaufsatz,,"Data Science for Transportation",,"Springer Nature",,,,,https://doi.org/10.1007/s42421-024-00095-0,6,10,,,,,,,"Wissenschaftlicher Vortrag",
"A novel mobility consumption theory for road user charging",2024,"Bliemer, Michiel; Loder, Allister; Zuduo, Zheng",,Zeitschriftenaufsatz,,"Transportation Research Part B: Methodological",,Elsevier,,,,,https://doi.org/10.1016/j.trb.2024.102998,189,102998,,,,,,,"Wissenschaftlicher Vortrag",
"Observing Germany’s nationwide public transport fare policy experiment “9-Euro-Ticket”–Empirical findings from a panel study",2024,"Loder, Allister; Cantner, Fabienne; Adenaw, Lennart; Nachtigall, Nico; Ziegler, David; Gotzler, Felix; Siewert, Markus B.; Wurster, Stefan; Goerg, Sebastian; Lienkamp, Markus; Bogenberger, Klaus",,Zeitschriftenaufsatz,,"Case Studies in Transport Policy",,Elsevier,,,,,https://doi.org/10.1016/j.cstp.2024.101148,15,101148,,,,,,,"Wissenschaftlicher Vortrag",
"Fulfilling data access obligations: How could (and should) platforms facilitate data donation studies?",2024,"Hase, Valerie; Ausloos, Jef; Pfiffner, Nico; Janssen, Heleen; Araujo, Theo; Carrière, Thijs; de Vreese, Claes; Haßler, Jörg; Loecherbach, Felicia; Kmetty, Zoltán; Möller, Judith; Ohme, Jakob; Schmidbauer, Elisabeth; Struminskaya, Bella; Trilling, Damian; Welbers, Kasper; Haim, Mario",,Zeitschriftenaufsatz,,"Internet Policy Review",,,,,,,10.14763/2024.3.1793,13,3,1-37,,,,,,,
"A field experiment to assess barriers to accurate household food waste measurements",2024,"Merian,Sybilla; O'Sullivan, Kevin;  Stöckli,Sabrina; Beretta, Claudio;  Müller, Nadina;  Tiefenbeck, Verena; Fleisch, Elgar;  Natter, Martin;",,Zeitschriftenaufsatz,,"Resources, Conservation and Recycling",,,,Elsevier,,,10.1016/j.resconrec.2024.107644,206,107644,,,,,,,,
"Transparency in design science research",2024,"Hevner, Alan R.; Parsons, Jeffrey;  Brendel, Alfred Benedikt; Lukyanenko, Roman; Tiefenbeck, Verena; Tremblay, Monica Chiarini; vom Brocke, Jan",,Zeitschriftenaufsatz,,"Decision Support Systems",,,,Elsevier,,,10.1016/j.dss.2024.114236,182,114236,,,,,,,,
"Deal of the Day",2024,"Udupa, Sahana; Lahiri Gerold, Oeendrila","Sex, Porn, and Political Hate on Social Media","Beitrag in ...",,,"Social Processes of Online Hate","Walther, Joseph B.; Rice, Ronald E.",London,Routledge,1,9781003472148,https://doi.org/10.4324/9781003472148,,,336,,,,,,"Wissenschaftlicher Vortrag",
"Online anti-immigrant discourse in Germany: ethnographically backed analysis of user comments",2024,"Nann, Leah; Udupa, Sahana; Wisiorek, Axel",,Zeitschriftenaufsatz,,"Frontiers in Communication",,,,,,,10.3389/fcomm.2024.1355025,,,,,,,,,"Wissenschaftlicher Vortrag",
"Perceived algorithmic fairness: An empirical study of transparency and anthropomorphism in algorithmic recruiting",2024,"Ochmann, Jessica; Michels, Leonard; Tiefenbeck, Verena; Maier, Christian; Laumer, Sven Laumer",,Zeitschriftenaufsatz,,"Information Systems Journal",,,,Elsevier,,,10.1111/isj.12482,34,2,384-414,,,,,,,
"Why Do We Need a Territorial Typology of Gender-based Political Violence?",2024,"Koch, Luise; Souza, Ladyane; Russo Riva, Maria Paula; Ghawi, Raji","An Analysis of the Online and Offline Harms Suffered by Brazilian Female Politicians Defending Territory","Beitrag in ...",,,"Victimisation in the Digital Age An Online/Offline Continuum Approach","Tine Munk, Morag Kennedy",,Routledge,1,9781032714080,,"Routledge Studies in Crime and Society",,,,,,,,"Wissenschaftlicher Vortrag",
"Verbreitung von Homeoffice und Gestaltung des Arbeitsalltags Ende 2024",2024,"Schlude, Antonia; Mendel, Ulrike; Stumpf, Christian; Stürz, Roland",,"Buch (Monographie)",,,"bidt Analysen und Studien",bidt,,,,,https://doi.org/10.35067/xypq-kn74,,,,https://www.bidt.digital/publikation/verbreitung-von-homeoffice-und-gestaltung-des-arbeitsalltags-ende-2024/,,,,,"Wissenschaftlicher Vortrag",
"KI als Kollegin (KIK)",2024,"Pfeiffer, Sabine","Repräsentative Beschäftigtenbefragung zu Künstlicher Intelligenz am Arbeitsplatz","Beitrag in ...",,,"Künstliche Intelligenz, Mensch und Gesellschaft: Soziale Dynamiken und gesellschaftliche Folgen einer technologischen Innovation","Heinlein, Michael; Huchler, Norbert",Wiesbaden,"Springer Fachmedien",,,https://doi.org/10.1007/978-3-658-43521-9_2,,,15-40,,,,,,"Wissenschaftlicher Vortrag",
"Die digitale Transformation von Arbeit – vermessen und verstehen",2024,"Bachmann, Ronald; Pfeiffer, Sabine","Ein interdisziplinärer und methodischer Dialog zwischen Wirtschaftswissenschaft und Arbeitssoziologie","Beitrag in ...",,,"Digitalisierung der Arbeitswelten: Zur Erfassbarkeit einer systemischen Transformation","Pfeiffer, Sabine; Nicklich, Manuel; Henke, Michael; Heßler, Martina; Krzywdzinski, Martin; Schulz-Schaeffer, Ingo",Wiesbaden,"Springer Fachmedien",,,https://doi.org/10.1007/978-3-658-44458-7_19,,,415-441,,,,,,"Wissenschaftlicher Vortrag",
"Shaping stable support: Leveraging digital feedback interventions to elicit socio-Political acceptance of renewable energy",2024,"Wagon, Felix; Fridgen, Gilbert; Tiefenbeck, Verena;",,Zeitschriftenaufsatz,,"Energy Policy",,,,Elsevier,,,10.1016/j.enpol.2024.114307,"Volume 195",114307,,,,,,,"Wissenschaftlicher Vortrag",
"Informing climate risk analysis using textual information",2024,"Dimmelmeier, Andreas; Doll, Hendrik; Schierholz, Malte; Kormanyos, Emily; Fehr, Maurice; Ma, Bolei; Beck, Jacob; Fraser, Alexander; Kreuter, Frauke","A research agenda",Konferenzpapier,,"Proceedings of the 1st Workshop on Natural Language Processing Meets Climate Change (ClimateNLP 2024) (S. 12–26). Association for Computational Linguistics.",,"ACL Anthology",,,,,10.18653/v1/2024.climatenlp-1.2,,,,,,,,,"Wissenschaftlicher Vortrag",
"The financial geography of sustainability data",2024,"Dimmelmeier, Andreas","A mapping exercise of the spatial dimension of the ESG information industry",Zeitschriftenaufsatz,,"Finance and Space",,,,,,,https://doi.org/10.1080/2833115X.2023.2296980,,,,,,,,,"Wissenschaftlicher Vortrag",
"Generative KI: Was Nutzende und Nichtnutzende über Regulierung denken",2024,"Mendel, Ulrike; Schlude, Antonia; Stumpf, Christian",,Internetdokument,,,,bidt,München,,,,,,,,https://www.bidt.digital/generative-ki-was-nutzende-und-nichtnutzende-ueber-regulierung-denken/,,,,,"Wissenschaftlicher Vortrag",
"Europarechtliche Zulässigkeit einer Vorratsspeicherung von IP-Adressen zum Schutz des Urheberrechts",2024,"Klauser, Joanna",,Zeitschriftenaufsatz,,"juris PraxisReport IT-Recht",,"Prof. Dr. Dirk Heckmann",,juris,,,,,24,,https://www.juris.de/perma?d=jpr-NLIT000011324,,,,,"Wissenschaftlicher Vortrag",
"Verbreitung generativer KI im privaten und beruflichen Alltag 2024",2024,"Schlude, Antonia; Harles, Danilo; Stürz, Roland A.; Stumpf, Christian",,"Buch (Monographie)",,,"bidt Analysen und Studien",bidt,München,,,https://www.bidt.digital/publikation/verbreitung-generativer-ki-im-privaten-und-beruflichen-alltag-2024/,10.35067/xypq-kn72,,,,,,,,,"Wissenschaftlicher Vortrag",
"Anforderungen des Unionsrechts an den Zugriff auf Daten beschlagnahmter Mobiltelefone",2024,"Klauser, Joanna",,Zeitschriftenaufsatz,,"juris PraxisReport IT-Recht",,"Prof. Dr. Dirk Heckmann",,juris,,,,,25,,https://www.juris.de/perma?d=jpr-NLIT000012024,,,,,"Wissenschaftlicher Vortrag",
"Sonderauswertung des bidt-Digitalbarometers zu Informations- und Datenkompetenzen",2024,"Stürz, Roland A.",,Internetdokument,,,,,,,,,,,,,https://dm2.lab4oev.de/transfer-hub-datenkompetenzen-briefing/bidt-digitalbarometer.html,,,,,,
"Mobilizing professors’ support of digital change: Multi-level insights on it resources as a boundary condition",2024,"Straatmann, Tammo; Kanitz, Rouven; Stride, Christopher; Hofmann, Yvette E; Steinberg, Ulf",,Zeitschriftenaufsatz,,"Journal of Applied Behavioral Science",,,,,,,0.1177/00218863231209835,60,3,389-428,,,,,,"Wissenschaftlicher Vortrag",
"Introducing a Gamification Element in Enterprise Collaboration Platforms: Only a Flash in the Pan or a Lasting Effect?",2024,"Stojko, Laura; Lin, Lin; Soucek, Roman; Moser, Klaus; Koch, Michael;",,Konferenzpapier,,,,,,"European Society for Socially Embedded Technologies (EUSSET)",,,10.48340/ecscw2024_n08,,,,,,,,,,
"AI can’t steal my soul: In the age of AI, the human touch is paramount for the craft of managing change",2024,"Katerina Gonzalez; Rouven Kanitz; Roman Briker",,Zeitschriftenaufsatz,,"Journal of Applied Behavioral Science",,,,,,,https://doi.org/10.1177/00218863241279916,60,4,589-602,,,,,,"Wissenschaftlicher Vortrag",
"Homeoffice und Unternehmensidentifikation bei Berufstätigen in Deutschland",2024,"Stürz, Roland; Schlude, Antonia; Fischer, Micha",,"Beitrag in ...",,"Ideen- und Innovationsmanagment","1 / 2024",,,"Erich Schmidt Verlag",,,10.37307/j.2198-3151.2024.01.09,,50,36-39,,,,,,"Wissenschaftlicher Vortrag",
"Praxishandbuch Digitale Projekte in der Sozialen Arbeit",2024,"Neumaier, Stefanie; Dörr, Madeleine; Botzum, Edeltraud",,"Buch (Sammelwerk)",,,,"Neumaier, Stefanie; Dörr, Madeleine; Botzum, Edeltraud","Weinheim und Basel","Beltz Juventa","1. Auflage",978-3-7799-7769-8,,,,,,,,,,"Wissenschaftlicher Vortrag",
"Virtuelle Lehr- und Lernräume: Praxistheoretische Ansätze und Anwendungsbeispiele aus den Studiengängen Soziale Arbeit an der TH Rosenheim und FH Münster",2024,"Botzum, Edeltraud; Neumaier, Stefanie; Tappe, Eik-Henning; Assebbane Younes, Tünte, Lea",,Zeitungsartikel,,"DiNa Didaktik-Nachrichten","Räume in der Lehre","BayZiel – Bayerisches Zentrum für Innovative Lehre",,,,,,,08/2024,56-67,https://didaktikzentrum.de/publikationen/dina-und-tagungsbaende/565-dina-08-2024-raeume-in-der-lehre,,,,,"Wissenschaftlicher Vortrag",
"Data Donation for Impactful Insights",2024,"Manzke, Leonie","A Framework for Platform Selection",Internetdokument,,,,,,,,,10.13140/RG.2.2.15236.74882,,,,https://www.researchgate.net/publication/380929449_Data_Donation_for_Impactful_Insights_A_Framework_for_Platform_Selection,,,,,,
"Navigating the New Norm: Employees’ Continuous Data Sharing in AI-Driven Workplaces",2024,"Teebken, Mena; Hess, Thomas; Pretschner, Alexander",,Konferenzpapier,,"19th International Conference on Wirtschaftsinformatik",,,Würzburg,,,,,,,,https://aisel.aisnet.org/wi2024/6/,,,,,"Wissenschaftlicher Vortrag",
"Data Donation for Impactful Insights",2024,"Manzke, Leonie; Hartl, Philipp","A Framework for Platform Selection and its Application to the Use Case of German Loyalty Card Providers",Internetdokument,,,,,,,,,,,,,https://www.researchgate.net/publication/382085124_Data_Donation_for_Impactful_Insights_A_Framework_for_Platform_Selection_and_its_Application_to_the_Use_Case_of_German_Loyalty_Card_Providers,,,,,,
"Künstliche Intelligenz am Arbeitsplatz: Navigieren zwischen Innovation und Datenschutz",2024,"Teebken, Mena; Hess, Thomas",,Zeitschriftenaufsatz,,"Ideen- und Innovationsmanagement",,,,,02.24,,https://doi.org/10.37307/j.2198-3151.2024.02.04,,,51-54,,,,,,,
"The Digital Transformation of Change Management as a Subject of Study for IS",2024,"Brechtelsbuer, Bastian",,Konferenzpapier,,"International Conference on Information Systems",,,,,,,,,,,https://aisel.aisnet.org/treos_icis2024/78/,,,,,"Wissenschaftlicher Vortrag",
"The Impact of Transparency in AI Systems on Users’ Data-Sharing Intentions: A Scenario-Based Experiment",2024,"Rosenberger, Julian; Kuhlemann, Sophie; Tiefenbeck, Verena; Kraus, Mathias; Zschech, Patrick;",,Konferenzpapier,,"Proceedings of the 19. Internationale Tagung Wirtschaftsinformatik",,,Würzburg,,,,,38,,,https://aisel.aisnet.org/wi2024/38,,,,,"Wissenschaftlicher Vortrag",
"Greener or Faster: Unraveling the Impact of Travel Time Presentation on Rail vs. Air Travel Decision-Making.",2024,"Kuhlemann, Sophie; Mehta, Prakhar; Tiefenbeck, Verena;",,Konferenzpapier,,"Proceedings of the International Conference on Information Systems (ICIS)",,,Bangkok,,,,,30,1431,,https://aisel.aisnet.org/icis2024/user_behav/user_behav/30,,,,,"Wissenschaftlicher Vortrag",
"Cross-Image-Attention for Conditional Embeddings in Deep Metric Learning",2024,"Kotovenko, Dmytro; Ma, Pingchuan; Milbich, Timo; Ommer, Björn",,Konferenzpapier,,,,"Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition",,,,,,,,"pp. 11070-11081",https://openaccess.thecvf.com/content/CVPR2023/papers/Kotovenko_Cross-Image-Attention_for_Conditional_Embeddings_in_Deep_Metric_Learning_CVPR_2023_paper.pdf,,,,,"Wissenschaftlicher Vortrag",
"DiffCAD: Weakly-Supervised Probabilistic CAD Model Retrieval and Alignment from an RGB Image",2024,"Gao, Daoyi; Rozenberszki, David; Leutenegger, Stefan; Dai, Angela",,Zeitschriftenaufsatz,,,,,,,,,10.1145/3658236,,,,,,,,,"Wissenschaftlicher Vortrag",
"Distillation of Diffusion Features for Semantic Correspondence",2024,"Fundel, Frank; Schusterbauer, Johannes; Hu, Vincent Tai; Ommer, Björn",,Konferenzpapier,,,,,,,,,https://doi.org/10.48550/arXiv.2412.03512,,,,,,,,,"Wissenschaftlicher Vortrag",
"CG-HOI: Contact-Guided 3D Human-Object Interaction Generation",2024,"Diller, Christian; Dai, Angela",,Tagungsband,,,,,,,,979-8-3503-5300-6,,,,,,,,,,"Wissenschaftlicher Vortrag",
"UnScene3D: Unsupervised 3D Instance Segmentation for Indoor Scenes",2024,"Rozenberszki, David; Litany, Or; Dai, Angela",,Konferenzpapier,,,,,,,,979-8-3503-5300-6,10.1109/CVPR52733.2024.00001,,,,,,,,,"Wissenschaftlicher Vortrag",
"FutureHuman3D: Forecasting Complex Long-Term 3D Human Behavior from Video Observations",2024,"Diller, Christian; Funkhouser, Thomas; Dai, Angela",,Konferenzpapier,,,,,,,,979-8-3503-5300-6,,,,,,,,,,"Wissenschaftlicher Vortrag",
"DepthFM: Fast Monocular Depth Estimation with Flow Matching",2024,"Gui, Ming; Fischer, Johannes S.; Prestel, Ulrich; Ma, Pingchuan; Kotovenko, Dmytro; Grebenkova, Olga; Baumann, Stefan Andreas; Hu, Vincent Tao; Ommer, Björn",,Konferenzpapier,,,,,,,,,https://doi.org/10.48550/arXiv.2403.13788,,,,,,,,,"Wissenschaftlicher Vortrag",
"Boosting Multi-Professional Collaboration in Palliative Care Through Digital Technologies: An Action Design Research Study",2024,"Wöhl, Moritz; Gimpel, Henner; Meindl, Oliver; Ostgathe, Christoph; Peuten, Sarah; Schneider, Werner; Steigleder, Tobias",,Zeitschriftenaufsatz,,"Business & Information Systems Engineering",,,,,,,10.1007/s12599-024-00897-0,,,,,,,,,,
"MultiClimate: Multimodal Stance Detection on Climate Change Videos",2024,"Wang, Jiawen; Zuo; Longfei; Peng, Siyao; Plank, Barbara",,Konferenzpapier,,,,,,,,,https://doi.org/10.48550/arXiv.2409.18346,,,,,,,,,"Wissenschaftlicher Vortrag",
"CLIMATELI: Evaluating Entity Linking on Climate Change Data",2024,"Zhou, Shijia; Peng, Siyao; Plank, Barbara",,Konferenzpapier,,,,,,,,,https://doi.org/10.48550/arXiv.2406.16732,,,,,,,,,"Wissenschaftlicher Vortrag",
"Raum- und settingspezifischer Informations- und Wissensaustausch im multiprofessionellen Team auf der Palliativstation. Implikationen für die Entwicklung eines digital unterstützten Arbeitssystems",2024,"Peuten, Sarah; Heckel, Maria; Steigleder, Tobias; Kurkowski, Sandra; Klein, Carsten; Meindl, Oliver; Gimpel, Henner; Schneider, Werner; Ostgathe, Christoph",,Konferenzpapier,,"Zeitschrift für Palliativmedizin","15. Kongress der Deutschen Gesellschaft für Palliativmedizin","Rolke, Roman; Schönhofer-Nellessen, Veronika",,,,,10.1055/s-0044-1788517,25,05,e70-e71,,,,,,,
